Unnamed: 0,contract,category,clause_text,word_count
9952,"DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT",Expiration Date,"The initial term of this Agreement shall be the sooner of six (6) months from the Effective Date, or replacement of this Agreement with a subsequent agreement between the Parties.",30
5078,"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement",Anti-Assignment,Each Party shall have the right to assign its rights and obligations under this Agreement to a  third party in conjunction with the transfer to such third party of substantially all of the assets of such Party associated with performance under  this Agreement without such prior consent.,47
5645,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,Cap On Liability,"No action,                   case, suit or proceeding, regardless of form, arising out of                   or related to this Agreement, may be brought by either party                   more than one (1) year after the cause of action has arisen,                   or in the case of nonpayment, more than two (2) years from the                   date of the last payment.",53
8013,"Loop Industries, Inc. - Marketing Agreement",Anti-Assignment,"This Assignment shall inure to the benefit of, and shall be binding upon, the Parties and their respective successors and assigns, but, except as provided in Section 3 above, neither Party may assign this Assignment without the prior written consent of the other Party.",44
763,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,"If the Transfer is proposed to be made pursuant to a sale, we or our designee may purchase the interest proposed to be Transferred on the same economic terms and conditions offered by the third-party.",35
10354,WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement,Change Of Control,"Notwithstanding anything to the contrary in Attachments A, G or H, in connection with any Change in Circumstances (as defined below), and without limiting Seller's/ExxonMobil Selling Affiliate's other rights under this Agreement or applicable law, Seller/ExxonMobil Selling Affiliates shall have the right: (i) only if required to enable Seller/ExxonMobil Selling Affiliate to comply with applicable laws and regulations, to terminate this Agreement and accelerate all amounts due from Buyer hereunder, making them immediately payable (ii) to modify the payment terms hereunder; and/or (iii) to require that Buyer/Buyer Affiliates pay in advance for shipments hereunder.",94
10477,BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Insurance,"In this regarding, within thirty (30) days from the  execution of this Agreement, Bizzingo will secure an insurance policy with limits of $5,000,000 per event and $ 5,000,000 umbrella,  naming Theismann as an additional insured, covering the losses and claims stated in this sub-paragraph d.",45
4542,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Expiration Date,This Agreement shall become effective on the Effective Date and shall continue in effect until terminated in accordance with the provisions of this Article 9.,25
1298,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",Post-Termination Services,"If the Manufacturer terminates this Agreement or cancels any purchase order for cause pursuant to Section 8.2 Manufacturer shall not be liable for any termination or cancellation charges but Subcontractor may, at Subcontractor's sole discretion, purchase all or part of any remaining inventory.",43
9985,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Revenue/Profit Sharing,"Separate and apart from the fees in Subsection 10.1      above, at such time as Client has acquired [REDACTED AMOUNT] New Customers (the                                                  ---      ""Minimum Customer Number"") Client will pay Intuit [REDACTED AMOUNT] of the Net                                                         ---      Transaction Revenues it receives from each New Customer acquired by Client      above the Minimum Customer Number (""Transaction Fee"").",52
13770,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,License Grant,"Depomed shall, and does hereby, grant to King a royalty-free license to use and reproduce such materials solely in conjunction with its Promotion of the Product pursuant to this Agreement, which license shall not be assignable or transferable by King, except in accordance with the terms of Section 2.2.",49
11694,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,Renewal Term,"If MBE notifies the Company of its intent to so renew prior to the end of such initial term or such Renewal Period, the term of this Agreement shall automatically be extended for the Renewal Period and, other than the Fee Schedule, all of the terms and conditions of this Agreement shall remain in full force and effect.",58
1489,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,Irrevocable Or Perpetual License,"Following expiration of the Royalty Term (as defined in the License Agreement) for any Licensed Product in a given country, the license granted to Vericel under Section 9.1 of this Agreement with respect to such Licensed Product in such country shall automatically become fully paid-up, perpetual, irrevocable and royalty-free.",49
438,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,Insurance,"Workers' Compensation Liability Insurance. Occurrence based coverage providing benefits in the minimal amount required by Applicable Law for workplace and work related injuries and illnesses to the employees of a Party, including, without limitation, Workers Compensation Acts of applicable U.S. States, the U.S. Longshoremen's and Harbor Workers Compensation Act and the U.S. Jones Act. Requires alternate employer endorsement and waiver of subrogation endorsement.",63
3890,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Competitive Restriction Exception,"Except as set forth in Articles 7.1, 7.2, 8.1 and 8.2, it is explicitly agreed that nothing contained in this Agreement shall prevent either Party or any of their respective Affiliates from engaging, directly or indirectly, in any enterprise, which develops, manufactures, markets, or sells products that are not within the Field of Agreement, and except as set forth in Articles 7.1, 7.2, 8.1 and 8.2, either Party shall be free to engage in any business, enterprise, or undertaking, or to make any investment it chooses.",86
10238,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",Revenue/Profit Sharing,The 15% royalty payable on the first U.S. $3 Billion of total annual worldwide Net Sales under this Section 6.3 shall be reduced to 12% if all of the following occur: (i) all Theravance Compounds are discontinued by the collaboration for Technical Failure; (ii) Theravance only contributes one Theravance New Compound to the collaboration within 18 months following the Effective Date; and (iii) the Collaboration Product upon which the royalty is payable contains a LABA that is one of the GSK Initially Pooled Compounds.,84
13447,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,Change Of Control,By the Company if: there is an unacceptable change in the control or management of the Distributor;,17
42,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,Warranty Duration,"The                            Company shall not have any obligation with respect to                            Products  after  365  days   following   delivery  to                            Distributor, except as provided herein.",22
11361,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,Anti-Assignment,"Except as otherwise specified in the previous sentence, Licensee may not sublicense any of its rights under Section 2(a) [License Grant] without Licensor's prior written consent, which shall not be unreasonably withheld or delayed.",34
12339,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Renewal Term,"In the event that either party does not give such notice, the term of this Agreement shall be automatically renewed for another one (1) year.",25
3127,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Insurance,"Operator, with respect to Operator's activities provided for under this Agreement, shall maintain the following insurance coverage with responsible insurance carriers:

(a)    Workers' Compensation. Operator shall maintain statutory worker's  compensation insurance, covering all of its and its Affiliates' employees and statutory employees, in accordance with the benefits afforded by the statutory Worker's Compensation Acts applicable to the state, territory, or district of hire, supervision, or place of accident. In addition, Operator shall maintain employer's liability insurance with a limit of not less than one million dollars ($1,000,000) each accident, one million dollars ($1,000,000) disease each employee, and one million dollars ($1,000,000) disease policy limit. Where not prohibited by law, Operator shall waive its right of subrogation against Owner.",118
2810,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,License Grant,"Aimmune hereby grants to Xencor an exclusive license under and with respect to Aimmune Patents, and a non-exclusive license under and with respect to Aimmune Know-How, in each case, where such license is an irrevocable, perpetual, royalty-bearing license, with the right to sublicense, to Develop, Manufacture and Commercialize the Product(s), as the Product(s) exist as of the effective date of such termination, or optimized versions thereof that are Products.",69
812,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"At any time, we may adjust the amounts of coverage required under such insurance policies and require different or additional kinds of insurance, including excess liability insurance.",27
5881,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,Exclusivity,"Distributor hereby grants Zogenix an irrevocable, perpetual, royalty-free, fully paid-up, exclusive license with the right to grant sublicenses to use such Data solely generated and co-owned by Distributor outside of the Territory and a co-exclusive license in the Territory upon expiration or termination of the Agreement.",46
7754,DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,Notice Period To Terminate Renewal,"Upon expiration of the Initial Term, this Agreement shall automatically renew for  consecutive one (1) year periods, unless terminated by Reseller within sixty (60) days prior to the expiration of the Initial Term or any renewal term,  as the case may be (the Initial Term and each renewal term, collectively, the ""Term"").",52
8303,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement,Governing Law,The laws of California shall govern the construction and enforceability of the Agreement.,13
3112,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,Expiration Date,"This Agreement shall commence on the Effective Date and, shall continue for the duration of the Lease, unless terminated earlier pursuant to Section 3.2 or 3.3.",26
4762,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Post-Termination Services,"within [REDACTED DURATION] after assignment of the Product Filings pursuant to Section 14.3.2, SFJ shall deliver to PB: (a) true, correct and complete copies of all Product Filings in such country (in each case, whether held in the name of SFJ or any of its Affiliates),",45
5337,"VAPOTHERM, INC. - Manufacturing and Supply Agreement",Renewal Term,"The term of this Agreement is three years from and including the date of this Agreement (the ""Initial Term""), with automatic renewal for additional successive one-year terms (each a ""Renewal Term"" and together wit the Initial Term, the ""Term"") unless no later than [* * *] days prior to the end of the Initial Term, or any Renewal Term either party notifies the other that it wishes to terminate this Agreement effective the end of the Initial Term or that Renewal Term, as applicable.",84
12999,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,Renewal Term,"Should the Parties have not agreed to the following agreement by [* * *], this Agreement shall automatically stay in force for a maximum of [* * *] (unless otherwise mutually agreed by the Parties or as otherwise set forth in Section 18.1(a)) or until the Parties have signed the follow-on agreement (the ""Renewal Term"").",55
2633,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,Competitive Restriction Exception,"The Reseller's exclusive right to market and sell the Products in the Territory is subject to the Reseller achieving the following milestones by the end of each year this Agreement is in effect (the ""Annual Milestones""): Year Annual Milestone(s) Year 1 Not Applicable Each Year Thereafter The parties will agree at the beginning of the year on the Annual Milestone for such year",63
9986,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,Minimum Commitment,"If Intuit fails to deliver such Impressions during the twelve (12) month      period following the Launch Date, Intuit agrees to run such promotions in      equivalent areas and placement, as mutually agreed upon by the parties,      until such Impressions have been delivered.",41
686,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,Change Of Control,Licensor may terminate this Agreement by providing prior written notice to Licensee upon the occurrence  of a Change of Control.,20
10888,CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement,Audit Rights,"WPD shall, and shall cause its respective affiliates, to permit CNS and its respective designated representatives, at reasonable times and upon reasonable prior notice to such parties, to review the books and records of WPD and any of its affiliates and to discuss the affairs, finances and condition of such party and any of its affiliates with the officers of such entities and any of their affiliates in relation to their compliance with this section, as applicable.",77
12824,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",License Grant,"You hereby grant to us (and agree to obtain from your affiliates, owners, employees, and/or contractors), a perpetual, non-exclusive, and worldwide right to use any such ideas, concepts, methods, techniques and products in any businesses that we and/or our affiliates, franchisees and designees operate. We will have the right to use those ideas, concepts, methods, techniques, and/or products without making payment to you. You agree not to use or allow any other person or entity to use any such concept, method, technique or product without obtaining our prior written approval.",90
4257,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Audit Rights,"KI, Inc. and its duly-authorized representatives shall have the right, upon reasonable notice and at reasonable hours of the day, to visit the offices of Diplomat one time each calendar quarter for the purpose of examining said books of account and records, and all other documents and materials in the possession or under the control of Diplomat, with respect to the",61
2023,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,Change Of Control,"For purposes of the preceding sentence, and without limiting its generality, any merger, consolidation or reorganization involving Licensee (regardless of whether Licensee is a surviving or disappearing entity) will be deemed to be a transfer of rights, obligations or performance under this Agreement for which Licensor's prior written consent is required.",51
3612,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,Insurance,"Explosion, Collapse, and Underground Damage Liability will have the same limit requirement as the Commercial General Liability policy.",18
5029,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Uncapped Liability,"TO THE MAXIMUM EXTENT PERMISSIBLE UNDER APPLICABLE LAW, EXCEPT FOR THE WILFUL MISAPPROPRIATION OR INFRINGEMENT OF THE INTELLECTUAL PROPERTY OF A PARTY TO THIS AGREEMENT, OR THE OBLIGATIONS OF THE PARTIES TO THIS AGREEMENT PURSUANT TO SECTION 13, (A) THE LIABILITY OF ANY PARTY TO THIS AGREEMENT, IF ANY, FOR DAMAGES FOR ANY CLAIM OF ANY KIND WHATSOEVER AND REGARDLESS OF THE LEGAL THEORY, WITH REGARD TO THE RIGHTS GRANTED HEREUNDER OR THE SERVICES PERFORMED HEREUNDER, SHALL NOT INCLUDE COMPENSATION, REIMBURSEMENT OR DAMAGES ON ACCOUNT OF THE LOSS OF PRESENT OR PROSPECTIVE PROFITS, EXPENDITURES, DATA, OPPORTUNITY, ANTICIPATED SAVINGS, INVESTMENTS OR COMMITMENTS, WHETHER MADE IN ESTABLISHMENT, DEVELOPMENT OR MAINTENANCE OF REPUTATION OR GOODWILL OR FOR ANY OTHER REASON WHATSOEVER; AND (B) IN NO EVENT SHALL ANY PARTY TO THIS AGREEMENT BE LIABLE TO THE OTHER PARTIES TO THIS AGREEMENT FOR SPECIAL, INDIRECT, CONSEQUENTIAL, INCIDENTAL, PUNITIVE OR CONSEQUENTIAL DAMAGES.",147
12557,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Exclusivity,"Hydraspin certifies, stipulates, and agrees that the Hydraspin will deal exclusively with and through the Distributor in relation to the distribution of the Products in the Territory",27
6162,Apollo Endosurgery - Manufacturing and Supply Agreement,Warranty Duration,"APOLLO has the right to reject, via written notification to ESTABLISHMENT within this thirty (30) day period, any or all of a shipment of Product that fails to satisfy any warranty in this Agreement and may reject all of a given Lot of Product if a statistical sample does not meet the Specifications.",53
1486,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,License Grant,"MediWound hereby grants to Vericel an exclusive (even as to MediWound), sublicensable, royalty- free, fully paid-up, license in the Territory to use the Licensed Trademarks (as defined in the License Agreement) and a non- exclusive, sublicensable, royalty-free, fully paid-up, license to use the MediWound name and trademark, in",48
13281,EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC.,Governing Law,"This Agreement will be governed by and construed inaccordance with the laws of British Columbia and the federal laws of Canada applicable in British Columbia, and the parties irrevocably submit to and accept generally and unconditionally the exclusive jurisdiction of the courts and appellate courts of British Columbia in that regard.",51
11489,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT",No-Solicit Of Employees,"In the event that a Party solicits and then hires an employee of the other Party in violation of this Section 14.4 (Non-Solicit), the hiring Party shall, [REDACTED], within [REDACTED] ([REDACTED]) days of such hire, pay the other Party an amount equal to the [REDACTED] cash compensation actually paid to the individual",52
7849,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,Non-Disparagement,"representation of fact, which has the effect or tendency to, or could have the effect or tendency to, disparage,  denigrate, criticize or otherwise reflect negatively on the other party and/or the other party's products, services,  officers, directors, shareholders, employees or investors (a ""Disparaging Communication"").",44
10971,TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,Post-Termination Services,"At the written request of Customer, given at least 100 days prior to expiration of the Term of the Agreement, M&I shall continue to provide Customer all Services at the rates set forth in this Agreement, for a maximum period of six (6) months.",44
12643,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,Expiration Date,"If the Launch Date has not occurred by August 31, 1999, Sponsor shall, in its sole discretion, be entitled to terminate this Agreement without any liability and receive a full refund of all amounts paid by Sponsor to drkoop.com pursuant to this Agreement prior to the date of such termination.",50
10463,BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Renewal Term,"Unless sooner terminated under the provisions hereof, this Agreement shall commence on the Effective Date and continue for a period  of one (1) year (""Term""). provided however, that the Parties may extend the Term for an additional year period by entering into an written  addendum of the Agreement extending such term.",51
9189,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,Expiration Date,"The initial term of this Agreement shall commence upon the Effective Date and shall expire ten (10) years from the Effective Date, unless sooner terminated under the terms of this Agreement.",31
12506,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Affiliate License-Licensor,"""Arizona Licensed Know-How"" means all Know-How owned by Licensing or Seller or their respective Affiliates, as of the Effective Date and used or held for use in the Company Field during the five (5) years prior to the Effective Date (other than the Arizona Assigned Know- How).",47
4017,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,License Grant,"Supplier hereby grants Bank of America a nonexclusive, worldwide, irrevocable, perpetual license to: (a) any patents related to or necessary or desirable to use the Software to the extent such patents are now held, licensed to or hereafter acquired by Supplier, for the purpose of allowing Bank of America and its Affiliates and permitted assigns to install, copy, use, execute, modify, distribute (as necessary or useful for Bank of America and its Affiliates and permitted assigns to enjoy their rights as set forth in the Agreement), make, have made, enhance, improve and alter the Software (both in Object Code and Source Code form) as necessary to conduct Bank of America business in accordance with the terms and restrictions or this Section; (b) any Copyrights now held, licensed to or hereafter acquired by Supplier in the Software for the purpose of allowing Bank of America and its Affiliates an permitted assigns to install, copy, use, execute, modify, distribute (as necessary or useful for Bank of America and its Affiliates and permitted assigns to enjoy their fights as set forth In the Agreement, produce derivative works from and",186
11256,ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT,Insurance,"The Company, the MHCs, the Bank and each Subsidiary carries, or is covered by, insurance in such amounts and covering such risks as is adequate for the conduct of their respective businesses and the value for their respective properties as is customary for companies engaged in similar industries.",48
6303,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,Governing Law,"All questions with respect to the construction of this Agreement, and the rights and liabilities of the Parties hereto, shall be governed by the laws of the State of Florida.",30
9664,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT",Cap On Liability,"IN NO EVENT SHALL EITHER PARTY BE LIABLE TO EACH OTHER OR ANY OTHER ENTITY FOR ANY SPECIAL, CONSEQUENTIAL, INCIDENTAL OR INDIRECT DAMAGES, HOWEVER CAUSED, ON ANY THEORY OF LIABILITY, AND NOTWITHSTANDING ANY FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY.",41
2540,ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement,License Grant,"Licensor on behalf of itself and its Affliates hereby grants to Licensee the limited licenses to use and have used the Licensed Mark: (i) for the Licensed Products as set forth on Schedule 2; and (ii) as set forth on Schedule 1, concerning agreements entered into by Licensee prior to the Effective Date (""Existing Agreements"").",55
4405,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,Post-Termination Services,"In  the  event  that this contract between Network 1 and Affiliate is terminated for any reason, the Contractors located by Affiliate  shall  remain  Contractors  of  Network  1.",27
11267,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement,Notice Period To Terminate Renewal,"Following the Initial Term, this Agreement shall automatically renew for successive terms of six (6) months (each a ""Renewal Term"", and together with the Initial Term, the ""Term"") unless written notice is given by either Party no later than thirty (30) days in advance of the expiration of the Initial Term or the applicable Renewal Term.",56
9383,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,Audit Rights,"During the term of this Agreement and the five (5) year period immediately following termination of this Agreement, Licensee will have the right, at its own expense, to audit and examine Licensor's records concerning compliance by Licensor with its obligations as to confidentiality under this Agreement.",46
9074,"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",Covenant Not To Sue,"Turpin  covenants that Turpin shall not at any      time directly or indirectly contest or assist any third party in contesting      the Company's right,  title, and interest in and to the Work Product or any      Intellectual  Property  Rights  therein.",38
12074,"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Notice Period To Terminate Renewal,"Upon expiration of the Initial Term, unless written notice to the contrary is provided by one party to the other party at least 30 days prior to the expiration of the then-current term, this Agreement shall be renewed for additional, successive periods of one (1) year each (each a ""Renewal"" and together with the Initial Term, collectively, the ""Term"").",59
12036,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,Post-Termination Services,"In case of termination of the Agreement, NLS and Eurofarma shall immediately work on a transition out plan, with activities and timelines agreed by the Parties to ensure a proper handover of the Licensed Product so that its market position and the obligations to prescribers, patients and regulatory authorities are fulfilled in accordance with Eurofarma best practices.",57
3052,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,Competitive Restriction Exception,"Any marketing  exclusivity set forth in the Agreement Summary shall not preclude or prevent (a) signage, advertising and promotional arrangements made by the Office of the Commissioner of Baseball with respect to nationally-televised games, All-Star Games, World Baseball Classic games, playoff games and World Series games, (b) licensing arrangements made by Major League Baseball Properties, Inc. with respect to such category, (c) advertising with respect to such category in game programs, yearbooks, scorecards and similar publications which are sold on the day of an event other than Padres home games, (d) the display before, during and after an event of displays, temporary in nature, erected by an event sponsor, promoter, broadcaster or participant, even though such display may constitute advertising with respect to such category, (e) promotional messages displayed on a scoreboard or video board which give the name of the sponsor of Ballpark day-of-event promotions at events other than Padres home games or promote sale of event-day programs (including identifying program sponsors), even though such messages may identify companies in such category and (f) promotional messages displayed on a scoreboard or video board that recognize groups in attendance and make similar incidental references, even though such messages may identify companies in such category.",204
11461,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,Post-Termination Services,"After early termination of this Agreement (other than a termination based on a breach of Sections 5 or 8 by Integra) and continuing for a period of eighteen (18) months thereafter, Integra and its Affiliates may Sell any Treated Integra Product and Partially Treated Integra Product in its inventory in the Field, and may, with respect to all components which, prior to the effective date of termination, were ordered or manufactured with the anticipation of being included as Treated Integra Product or Partially Treated Integra Product, complete their manufacture and sell them as though they had been inventory on the effective date of termination, subject to payment of all amounts payable to PcoMed for such Sales under this Agreement",119
12142,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,Cap On Liability,Neither party will bring a legal action related to this Agreement more than two years after the cause of action accrued.,21
11021,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,Anti-Assignment,"Except as expressly set forth in this Agreement, neither this Agreement nor any of the rights, interests or obligations under this Agreement, including the licenses granted pursuant to this Agreement, shall be assigned, in whole or in part, by operation of Law or otherwise by either Party without the prior written consent of the other Party.",56
8136,WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT,Exclusivity,"The Professional hereby grants to the Company an exclusive license to use her name, likeness, image and personal identification in the Company's catalog of products.",25
4898,WESTERN COPPER - NON-COMPETITION AGREEMENT,Rofr/Rofo/Rofn,"If Glamis and Western Copper  are unable to negotiate an acceptable agreement with respect to the Designated Mineral Property  within the 30 day period, Glamis may thereafter dispose of the Designated Mineral Property as it  sees til in its absolute discretion.",41
838,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Ip Ownership Assignment,"Subject to Commerce One's pre-existing ownership of any         materials or technology provided to Corio, the results of all such         development efforts set forth in this Section 13, including all         intellectual property rights in any software interface coding or         programs created solely by Corio during the term of this Agreement to         enable the Software to operated within the Corio Servers' hosted         environment (""DEVELOPMENTS""), shall be owned by Corio, unless such         Developments are supported on an ongoing basis by Commerce One in which         case Commerce One will retain all ownership rights, including





     intellectual property rights in the Developments.",96
12305,ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,Liquidated Damages,"Unless otherwise approved by Party A, in the event of parcel transfer due to Party B's vehicle delay, Party B shall pay liquidated damages to Party A at the standard rate of RMB500 per trip on the first working day, RMB1,000 per trip on the second working day and RMB2,000 per trip on the third working day (based on the time records on the parcel transfer documents) and such liquidated damages will be deducted from the current month's freight.",79
6051,"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",Expiration Date,The initial term of this Agreement is one (1) year from the date of          delivery of the Product to Licensee unless earlier terminated in          accordance with this Agreement.,28
860,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,The         Escrow Agent shall require Commerce One to place in an,11
11494,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT",Anti-Assignment,"Neither Party may assign or otherwise transfer this Agreement or any rights hereunder, without the prior written consent of the other Party; provided that either Party may assign or otherwise transfer this Agreement or any rights hereunder (a) to a wholly-owned subsidiary of such Party or (b) in connection with the transfer or sale of all or substantially all of the business or assets of such Party related to the subject matter of this Agreement, whether by merger, consolidation, divestiture, restructure, sale of stock sale of assets or otherwise its successor, whether in a merger, sale of stock or sale of assets or any other transaction, in each case (a)-(b), without first obtaining the prior written consent of the other Party, so long as the non-assigning Party is notified in writing of such assignment within [REDACTED] ([REDACTED]) days following such assignment; provided further that, in no event may BLI assign this Agreement, in whole or in part, to any Person [REDACTED] without first obtaining Ginkgo's prior written consent.",168
5042,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,Termination For Convenience,Either party wishing to terminate          the Agreement must give written notice to the other party at least          thirty (30) days prior to the desired date of termination.,27
9864,"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement",Termination For Convenience,Client may terminate this Agreement on thirty (30) days written notice without cause.,13
12562,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,Competitive Restriction Exception,"Distributor shall be entitled to advertise, promote, market or",9
5405,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of the State of Connecticut, U.S.A. without regard to its conflict of taws provision.",27
10498,KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,Minimum Commitment,"Kitov shall provide Dexcel with written purchase orders meeting the Minimum Order Requirements and in a form reasonably acceptable to Dexcel, and which shall specify at least the following: a description of the Product ordered, the quantity ordered, the current Supply Price, and the required delivery date thereof, such required delivery date to be not less than one hundred and twenty (120) days from the purchase order placement date (one hundred and eighty (180) days before the anticipated Supply Commencement Date and/or the launch of a new SKU).",88
5404,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,Notice Period To Terminate Renewal,"any Renewal Term, by serving written notice of such termination on the other party at least ninety (90) days prior to the end of the Initial Term or any Renewal Term as the case may be.",36
